Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cytochrome C-Mediated Apoptotic Response	1/13	0.11557238377274692	0.20308822003718782	0	0	8.823529411764707	19.03992569985146	MAPK3
Dissolution of Fibrin Clot	1/13	0.11557238377274692	0.20308822003718782	0	0	8.823529411764707	19.03992569985146	PLAT
ERKs Are Inactivated	1/13	0.11557238377274692	0.20308822003718782	0	0	8.823529411764707	19.03992569985146	MAPK3
NF-kB Activation Through FADD RIP-1 Pathway Mediated by Caspase-8 and -10	1/13	0.11557238377274692	0.20308822003718782	0	0	8.823529411764707	19.03992569985146	IKBKB
POU5F1 (OCT4), SOX2, NANOG Activate Genes Related to Proliferation	1/13	0.11557238377274692	0.20308822003718782	0	0	8.823529411764707	19.03992569985146	FGF2
TFAP2 (AP-2) Family Regulates Transcription of Growth Factors and Their Receptors	1/13	0.11557238377274692	0.20308822003718782	0	0	8.823529411764707	19.03992569985146	ESR1
Metabolism of Vitamins and Cofactors	4/198	0.11688068680272723	0.20493080419411508	0	0	2.1983415508740474	4.718963568320985	AKR1B10;AKR1C1;AKR1C3;PTGS2
Golgi Cisternae Pericentriolar Stack Reorganization	1/14	0.12389139769145668	0.21158076358995526	0	0	8.144385026737968	17.008325836994665	MAPK3
Heme Biosynthesis	1/14	0.12389139769145668	0.21158076358995526	0	0	8.144385026737968	17.008325836994665	ALB
IRAK1 Recruits IKK Complex	1/14	0.12389139769145668	0.21158076358995526	0	0	8.144385026737968	17.008325836994665	IKBKB
IRAK1 Recruits IKK Complex Upon TLR7 8 or 9 Stimulation	1/14	0.12389139769145668	0.21158076358995526	0	0	8.144385026737968	17.008325836994665	IKBKB
LGI-ADAM Interactions	1/14	0.12389139769145668	0.21158076358995526	0	0	8.144385026737968	17.008325836994665	CACNG2
Physiological Factors	1/14	0.12389139769145668	0.21158076358995526	0	0	8.144385026737968	17.008325836994665	CES1
Regulation of NPAS4 Gene Expression	1/14	0.12389139769145668	0.21158076358995526	0	0	8.144385026737968	17.008325836994665	NR3C1
Regulation of TBK1, IKK? (IKBKE)-mediated Activation of IRF3, IRF7	1/14	0.12389139769145668	0.21158076358995526	0	0	8.144385026737968	17.008325836994665	LY96
Regulation of TP53 Activity Through Association With Co-factors	1/14	0.12389139769145668	0.21158076358995526	0	0	8.144385026737968	17.008325836994665	TP53
Retrograde Neurotrophin Signalling	1/14	0.12389139769145668	0.21158076358995526	0	0	8.144385026737968	17.008325836994665	NTRK1
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	1/14	0.12389139769145668	0.21158076358995526	0	0	8.144385026737968	17.008325836994665	TP53
TP53 Regulates Transcription of Cell Death Genes With Uncertain Role in P53-Dependent Apoptosis	1/14	0.12389139769145668	0.21158076358995526	0	0	8.144385026737968	17.008325836994665	TP53
The Role of GTSE1 in G2 M Progression After G2 Checkpoint	2/65	0.12470572202486312	0.21251147878534987	0	0	3.3707117255504353	7.017142752459354	TUBB1;TP53
FOXO-mediated Transcription	2/67	0.13100144614942302	0.22275892459460078	0	0	3.2666666666666666	6.639653260675596	POMC;NR3C1
Activation of BAD and Translocation to Mitochondria	1/15	0.1321325747592745	0.22276196898518716	0	0	7.562261268143621	15.305634959302008	BCL2
IRAK2 Mediated Activation of TAK1 Complex Upon TLR7 8 or 9 Stimulation	1/15	0.1321325747592745	0.22276196898518716	0	0	7.562261268143621	15.305634959302008	LY96
Phase 2 - Plateau Phase	1/15	0.1321325747592745	0.22276196898518716	0	0	7.562261268143621	15.305634959302008	CACNB1
SARS-CoV-2 Targets Host Intracellular Signalling and Regulatory Pathways	1/15	0.1321325747592745	0.22276196898518716	0	0	7.562261268143621	15.305634959302008	PDPK1
Sensory Processing of Sound by Inner Hair Cells of the Cochlea	2/69	0.1373688964062869	0.2310960751909603	0	0	3.168833253089392	6.2904043006482215	KCNMA1;CACNA1D
RHO GTPase Effectors	5/291	0.14007841313177247	0.23350745248985338	0	0	1.8653750620963736	3.666493399020623	PDPK1;TUBB1;MAPK14;CFTR;MAPK3
cGMP Effects	1/16	0.14029663931929506	0.23350745248985338	0	0	7.057754010695187	13.861402380035642	KCNMA1
Heme Degradation	1/16	0.14029663931929506	0.23350745248985338	0	0	7.057754010695187	13.861402380035642	ALB
Spry Regulation of FGF Signaling	1/16	0.14029663931929506	0.23350745248985338	0	0	7.057754010695187	13.861402380035642	MAPK3
TRAF6-mediated Induction of TAK1 Complex Within TLR4 Complex	1/16	0.14029663931929506	0.23350745248985338	0	0	7.057754010695187	13.861402380035642	LY96
Circadian Clock	2/70	0.14057799737982302	0.23350745248985338	0	0	3.1220746363061354	6.125487966077742	NR3C1;PPARA
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	1/17	0.14838430903089075	0.24289464694060747	0	0	6.616310160427807	12.623586907174872	TP53
KSRP (KHSRP) Binds and Destabilizes mRNA	1/17	0.14838430903089075	0.24289464694060747	0	0	6.616310160427807	12.623586907174872	MAPK14
Metabolism of Angiotensinogen to Angiotensins	1/17	0.14838430903089075	0.24289464694060747	0	0	6.616310160427807	12.623586907174872	CES1
Platelet Sensitization by LDL	1/17	0.14838430903089075	0.24289464694060747	0	0	6.616310160427807	12.623586907174872	MAPK14
Signaling by Activin	1/17	0.14838430903089075	0.24289464694060747	0	0	6.616310160427807	12.623586907174872	MAPK3
Specification of the Neural Plate Border	1/17	0.14838430903089075	0.24289464694060747	0	0	6.616310160427807	12.623586907174872	FGF4
Trafficking of GluR2-containing AMPA Receptors	1/17	0.14838430903089075	0.24289464694060747	0	0	6.616310160427807	12.623586907174872	GRIA1
PTEN Regulation	3/145	0.15635166215748725	0.25080625348838753	0	0	2.2462885420631897	4.168319861414304	PPARG;TP53;MAPK3
Zygotic Genome Activation (ZGA)	1/18	0.15639629495093366	0.25080625348838753	0	0	6.22680088078012	11.552970612023577	TP53
Activation of IRF3, IRF7 Mediated by TBK1, IKK? (IKBKE)	1/18	0.15639629495093366	0.25080625348838753	0	0	6.22680088078012	11.552970612023577	LY96
Caspase Activation via Death Receptors in the Presence of Ligand	1/18	0.15639629495093366	0.25080625348838753	0	0	6.22680088078012	11.552970612023577	LY96
Formation of Definitive Endoderm	1/18	0.15639629495093366	0.25080625348838753	0	0	6.22680088078012	11.552970612023577	CXCR4
Formation of the Nephric Duct	1/18	0.15639629495093366	0.25080625348838753	0	0	6.22680088078012	11.552970612023577	FGF2
Mitochondrial Unfolded Protein Response (UPRmt)	1/18	0.15639629495093366	0.25080625348838753	0	0	6.22680088078012	11.552970612023577	ESR1
RORA Activates Gene Expression	1/18	0.15639629495093366	0.25080625348838753	0	0	6.22680088078012	11.552970612023577	PPARA
Recycling of Bile Acids and Salts	1/18	0.15639629495093366	0.25080625348838753	0	0	6.22680088078012	11.552970612023577	ALB
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	1/18	0.15639629495093366	0.25080625348838753	0	0	6.22680088078012	11.552970612023577	TP53
Biological Oxidations	4/222	0.15708164261559776	0.25139435298926294	0	0	1.9539289988033506	3.616702240557284	POMC;GSTP1;CES1;PTGS1
FASTK Family Proteins Regulate Processing and Stability of Mitochondrial RNAs	1/19	0.16433330155550302	0.2582848106121352	0	0	5.880570409982175	10.619478571217373	MT-CO2
Microtubule-dependent Trafficking of Connexons From Golgi to the Plasma Membrane	1/19	0.16433330155550302	0.2582848106121352	0	0	5.880570409982175	10.619478571217373	TUBB1
MyD88 Deficiency (TLR2 4)	1/19	0.16433330155550302	0.2582848106121352	0	0	5.880570409982175	10.619478571217373	LY96
Nicotinamide Salvaging	1/19	0.16433330155550302	0.2582848106121352	0	0	5.880570409982175	10.619478571217373	PTGS2
Regulation of MITF-M-dependent Genes Involved in Apoptosis	1/19	0.16433330155550302	0.2582848106121352	0	0	5.880570409982175	10.619478571217373	BCL2
Regulation of TP53 Activity Through Methylation	1/19	0.16433330155550302	0.2582848106121352	0	0	5.880570409982175	10.619478571217373	TP53
SARS-CoV-1 Targets Host Intracellular Signalling and Regulatory Pathways	1/19	0.16433330155550302	0.2582848106121352	0	0	5.880570409982175	10.619478571217373	PDPK1
TICAM1, RIP1-mediated IKK Complex Recruitment	1/19	0.16433330155550302	0.2582848106121352	0	0	5.880570409982175	10.619478571217373	IKBKB
VEGFR2 Mediated Cell Proliferation	1/19	0.16433330155550302	0.2582848106121352	0	0	5.880570409982175	10.619478571217373	PDPK1
Diseases of Programmed Cell Death	2/78	0.16678359478402202	0.26109574659641543	0	0	2.792303338992643	5.001177642824829	C1QBP;TP53
Regulation of Insulin Secretion	2/78	0.16678359478402202	0.26109574659641543	0	0	2.792303338992643	5.001177642824829	CHRM3;CACNA1D
IRAK4 Deficiency (TLR2 4)	1/20	0.17219602675220333	0.2669207565962444	0	0	5.570785251899803	9.799689560820283	LY96
SUMOylation of Transcription Factors	1/20	0.17219602675220333	0.2669207565962444	0	0	5.570785251899803	9.799689560820283	TP53
Synthesis of Leukotrienes (LT) and Eoxins (EX)	1/20	0.17219602675220333	0.2669207565962444	0	0	5.570785251899803	9.799689560820283	ALOX5
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	1/20	0.17219602675220333	0.2669207565962444	0	0	5.570785251899803	9.799689560820283	TP53
Transport of Connexons to the Plasma Membrane	1/20	0.17219602675220333	0.2669207565962444	0	0	5.570785251899803	9.799689560820283	TUBB1
ER-Phagosome Pathway	2/80	0.17346291123633858	0.2683573273832768	0	0	2.7204301075268815	4.765626258558041	IKBKB;LY96
CD209 (DC-SIGN) Signaling	1/21	0.17998516202793857	0.2760505577348421	0	0	5.2919786096256685	9.075112853878617	NFKB1
ER Quality Control Compartment (ERQC)	1/21	0.17998516202793857	0.2760505577348421	0	0	5.2919786096256685	9.075112853878617	TRIM13
Mitochondrial tRNA Aminoacylation	1/21	0.17998516202793857	0.2760505577348421	0	0	5.2919786096256685	9.075112853878617	WARS2
TP53 Regulates Transcription of Additional Cell Cycle Genes With Uncertain Roles in the P53 Pathway	1/21	0.17998516202793857	0.2760505577348421	0	0	5.2919786096256685	9.075112853878617	TP53
Infection With Mycobacterium Tuberculosis	2/82	0.18018509155062573	0.2760505577348421	0	0	2.6521505376344088	4.545177803885877	LTF;MAPK3
Regulation of HSF1-mediated Heat Shock Response	2/83	0.1835610274310034	0.28067761752531334	0	0	2.6192751891676624	4.440216496434102	HSPA5;MAPK3
SARS-CoV-1 Infection	3/157	0.18395545871033825	0.2807366671614253	0	0	2.06998946998947	3.504619731454117	NFKBIA;PDPK1;NFKB1
Transport of Bile Salts and Organic Acids, Metal Ions and Amine Compounds	2/84	0.1869462217863541	0.2820883784166412	0	0	2.5872016784683978	4.338567203347671	SLC6A2;SLC6A3
Chaperone Mediated Autophagy	1/22	0.1877013924825559	0.2820883784166412	0	0	5.039724980901451	8.430970620202137	CFTR
Common Pathway of Fibrin Clot Formation	1/22	0.1877013924825559	0.2820883784166412	0	0	5.039724980901451	8.430970620202137	THBD
Early Phase of HIV Life Cycle	1/22	0.1877013924825559	0.2820883784166412	0	0	5.039724980901451	8.430970620202137	CXCR4
NPAS4 Regulates Expression of Target Genes	1/22	0.1877013924825559	0.2820883784166412	0	0	5.039724980901451	8.430970620202137	MAPK3
Post-chaperonin Tubulin Folding Pathway	1/22	0.1877013924825559	0.2820883784166412	0	0	5.039724980901451	8.430970620202137	TUBB1
RA Biosynthesis Pathway	1/22	0.1877013924825559	0.2820883784166412	0	0	5.039724980901451	8.430970620202137	AKR1C3
Regulation of TLR by Endogenous Ligand	1/22	0.1877013924825559	0.2820883784166412	0	0	5.039724980901451	8.430970620202137	LY96
Peptide Hormone Metabolism	2/86	0.19374251800745163	0.29025897951483276	0	0	2.525345622119816	4.144660945023376	POMC;CES1
Activated TAK1 Mediates P38 MAPK Activation	1/23	0.1953453968597924	0.29025897951483276	0	0	4.810403500243073	7.855321672768903	MAPK14
Intrinsic Pathway of Fibrin Clot Formation	1/23	0.1953453968597924	0.29025897951483276	0	0	4.810403500243073	7.855321672768903	C1QBP
Nitric Oxide Stimulates Guanylate Cyclase	1/23	0.1953453968597924	0.29025897951483276	0	0	4.810403500243073	7.855321672768903	KCNMA1
RAF-independent MAPK1 3 Activation	1/23	0.1953453968597924	0.29025897951483276	0	0	4.810403500243073	7.855321672768903	MAPK3
Signaling by NODAL	1/23	0.1953453968597924	0.29025897951483276	0	0	4.810403500243073	7.855321672768903	MAPK3
Signaling by the B Cell Receptor (BCR)	3/162	0.19581913978603155	0.290415979870637	0	0	2.004385517593065	3.268278470133887	NFKBIA;IKBKB;NFKB1
Platelet Homeostasis	2/87	0.19715270560572906	0.2918451870974113	0	0	2.4955091714104998	4.05214963510157	KCNMA1;MAPK14
TNFR2 Non-Canonical NF-kB Pathway	2/88	0.20057032288764085	0.29586302267053083	0	0	2.466366591647912	3.962440780835938	TNF;NFKB2
Disorders of Transmembrane Transporters	3/164	0.20061687849015716	0.29586302267053083	0	0	1.9792848749370489	3.179440621530316	SLC6A2;CFTR;SLC6A3
CD28 Dependent PI3K Akt Signaling	1/24	0.2029178475987033	0.29648552176921644	0	0	4.601023017902813	7.338420404589049	PDPK1
Cytosolic tRNA Aminoacylation	1/24	0.2029178475987033	0.29648552176921644	0	0	4.601023017902813	7.338420404589049	WARS1
DARPP-32 Events	1/24	0.2029178475987033	0.29648552176921644	0	0	4.601023017902813	7.338420404589049	PDE4A
Growth Hormone Receptor Signaling	1/24	0.2029178475987033	0.29648552176921644	0	0	4.601023017902813	7.338420404589049	MAPK3
RUNX2 Regulates Osteoblast Differentiation	1/24	0.2029178475987033	0.29648552176921644	0	0	4.601023017902813	7.338420404589049	MAPK3
ADP Signalling Through P2Y Purinoceptor 1	1/25	0.21041941094992814	0.304625532549529	0	0	4.409090909090909	6.8722407666237695	MAPK14
Basigin Interactions	1/25	0.21041941094992814	0.304625532549529	0	0	4.409090909090909	6.8722407666237695	L1CAM
Formation of Tubulin Folding Intermediates by CCT TriC	1/25	0.21041941094992814	0.304625532549529	0	0	4.409090909090909	6.8722407666237695	TUBB1
G Beta Gamma Signalling Through PI3Kgamma	1/25	0.21041941094992814	0.304625532549529	0	0	4.409090909090909	6.8722407666237695	PDPK1
Mitochondrial RNA Degradation	1/25	0.21041941094992814	0.304625532549529	0	0	4.409090909090909	6.8722407666237695	MT-CO2
Chaperonin-mediated Protein Folding	2/91	0.21086341071973488	0.3047092143917048	0	0	2.3828681889573518	3.7090408447996106	TUBB1;TP53
EPH-Ephrin Signaling	2/92	0.21430644168613416	0.30911843234069447	0	0	2.3562724014336918	3.629480229724129	GRIN2B;GRIN1
Signaling by ALK Fusions and Activated Point Mutants	2/93	0.21775478653871236	0.3108214093685526	0	0	2.3302611367127497	3.5522167113873317	TP53;MAPK3
Signaling by ALK in Cancer	2/93	0.21775478653871236	0.3108214093685526	0	0	2.3302611367127497	3.5522167113873317	TP53;MAPK3
Calnexin Calreticulin Cycle	1/26	0.21785074699722382	0.3108214093685526	0	0	4.232513368983957	6.450117998649596	TRIM13
Constitutive Signaling by AKT1 E17K in Cancer	1/26	0.21785074699722382	0.3108214093685526	0	0	4.232513368983957	6.450117998649596	PDPK1
Endogenous Sterols	1/26	0.21785074699722382	0.3108214093685526	0	0	4.232513368983957	6.450117998649596	POMC
TNFR1-induced Proapoptotic Signaling	1/26	0.21785074699722382	0.3108214093685526	0	0	4.232513368983957	6.450117998649596	TNF
MITF-M-dependent Gene Expression	2/94	0.22120804381033063	0.3150417808056875	0	0	2.3048153342683495	3.4771634467842025	BCL2;MAPK14
Antimicrobial Peptides	2/95	0.224665818985112	0.31844564535039993	0	0	2.279916753381894	3.4042377050053183	PLA2G2A;LTF
Integrin Signaling	1/27	0.22521250963944633	0.31844564535039993	0	0	4.06951871657754	6.066475645009069	PDPK1
Prefoldin Mediated Transfer of Substrate to CCT TriC	1/27	0.22521250963944633	0.31844564535039993	0	0	4.06951871657754	6.066475645009069	TUBB1
Syndecan Interactions	1/27	0.22521250963944633	0.31844564535039993	0	0	4.06951871657754	6.066475645009069	FGF2
Antigen processing-Cross Presentation	2/96	0.2281277245244306	0.3219906523251802	0	0	2.2555479295355756	3.3333606316001045	IKBKB;LY96
Protein Folding	2/97	0.23159337968630597	0.3252601394760577	0	0	2.2316921335597057	3.2644570307419456	TUBB1;TP53
Adrenaline,noradrenaline Inhibits Insulin Secretion	1/28	0.23250534684980548	0.3252601394760577	0	0	3.918597742127154	5.716615190741829	CACNA1D
BMAL1 CLOCK,NPAS2 Activates Circadian Gene Expression	1/28	0.23250534684980548	0.3252601394760577	0	0	3.918597742127154	5.716615190741829	PPARA
Caspase Activation via Extrinsic Apoptotic Signalling Pathway	1/28	0.23250534684980548	0.3252601394760577	0	0	3.918597742127154	5.716615190741829	LY96
Metabolism of Porphyrins	1/28	0.23250534684980548	0.3252601394760577	0	0	3.918597742127154	5.716615190741829	ALB
SLC Transporter Disorders	2/99	0.23853444920891423	0.33251533644140163	0	0	2.1854561578538965	3.1322865448197508	SLC6A2;SLC6A3
VEGFA-VEGFR2 Pathway	2/99	0.23853444920891423	0.33251533644140163	0	0	2.1854561578538965	3.1322865448197508	PDPK1;MAPK14
Myogenesis	1/29	0.23972990045350298	0.3330050905947427	0	0	3.7784568372803666	5.396552277337301	MAPK14
VEGFR2 Mediated Vascular Permeability	1/29	0.23972990045350298	0.3330050905947427	0	0	3.7784568372803666	5.396552277337301	PDPK1
Deubiquitination	4/268	0.24532686133674086	0.3398044634340232	0	0	1.609683794466403	2.261869445222717	NFKBIA;TP53;ESR1;CFTR
Cellular Response to Heat Stress	2/101	0.2454861142679255	0.3398044634340232	0	0	2.141088302378625	3.0071904108606726	HSPA5;MAPK3
Activation of Kainate Receptors Upon Glutamate Binding	1/30	0.24688680646296318	0.3399540842919336	0	0	3.6479808224230132	5.102887944281363	GRIK2
Paracetamol ADME	1/30	0.24688680646296318	0.3399540842919336	0	0	3.6479808224230132	5.102887944281363	GSTP1
Regulation of TP53 Activity Through Acetylation	1/30	0.24688680646296318	0.3399540842919336	0	0	3.6479808224230132	5.102887944281363	TP53
G2 M Transition	3/184	0.24992034159122364	0.3435316193649398	0	0	1.7587875167985665	2.4387577151072897	TUBB1;HMMR;TP53
Antigen Presentation Folding, Assembly and Peptide Loading of Class I MHC	1/31	0.2539766948759526	0.34490122591588057	0	0	3.52620320855615	4.832706522110258	HSPA5
Downregulation of SMAD2 3 SMAD4 Transcriptional Activity	1/31	0.2539766948759526	0.34490122591588057	0	0	3.52620320855615	4.832706522110258	MAPK3
Nicotinate Metabolism	1/31	0.2539766948759526	0.34490122591588057	0	0	3.52620320855615	4.832706522110258	PTGS2
RHO GTPases Activate IQGAPs	1/31	0.2539766948759526	0.34490122591588057	0	0	3.52620320855615	4.832706522110258	TUBB1
RNA Polymerase I Promoter Opening	1/31	0.2539766948759526	0.34490122591588057	0	0	3.52620320855615	4.832706522110258	MAPK3
RUNX2 Regulates Bone Development	1/31	0.2539766948759526	0.34490122591588057	0	0	3.52620320855615	4.832706522110258	MAPK3
Sealing of the Nuclear Envelope (NE) by ESCRT-III	1/31	0.2539766948759526	0.34490122591588057	0	0	3.52620320855615	4.832706522110258	TUBB1
Mitotic G2-G2 M Phases	3/186	0.2549561666486708	0.34552753552514637	0	0	1.7393885688967656	2.3771591200653686	TUBB1;HMMR;TP53
Sensory Perception	8/640	0.2553137556541956	0.34552753552514637	0	0	1.348804500703235	1.8414716325228573	AKR1B10;AKR1C1;KCNMA1;CHRNA9;AKR1C3;CHRNA10;CACNA1D;SCN2A
Cargo Recognition for Clathrin-Mediated Endocytosis	2/105	0.2594100908719963	0.3496250422381844	0	0	2.0575216619688903	2.776306787204791	CHRM2;CFTR
Cooperation of Prefoldin and TriC CCT in Actin and Tubulin Folding	1/32	0.26100018995981067	0.3496250422381844	0	0	3.4122822149387613	4.583493979538542	TUBB1
G-protein Beta Gamma Signalling	1/32	0.26100018995981067	0.3496250422381844	0	0	3.4122822149387613	4.583493979538542	PDPK1
Respiratory Syncytial Virus (RSV) Attachment and Entry	1/32	0.26100018995981067	0.3496250422381844	0	0	3.4122822149387613	4.583493979538542	LY96
Thrombin Signalling Through Proteinase Activated Receptors (PARs)	1/32	0.26100018995981067	0.3496250422381844	0	0	3.4122822149387613	4.583493979538542	MAPK3
Transcriptional Regulation of Pluripotent Stem Cells	1/32	0.26100018995981067	0.3496250422381844	0	0	3.4122822149387613	4.583493979538542	FGF2
Ub-specific Processing Proteases	3/190	0.2650699576111923	0.35447490941564525	0	0	1.701835525364937	2.259631684550668	NFKBIA;TP53;CFTR
Post-translational Protein Phosphorylation	2/107	0.2663770805001078	0.35562016330725044	0	0	2.018125960061444	2.6696625444660165	VCAN;ALB
Cargo Concentration in the ER	1/33	0.26795791016557285	0.35592389077548314	0	0	3.30548128342246	4.353072137164059	GRIA1
PERK Regulates Gene Expression	1/33	0.26795791016557285	0.35592389077548314	0	0	3.30548128342246	4.353072137164059	HSPA5
Signal Amplification	1/33	0.26795791016557285	0.35592389077548314	0	0	3.30548128342246	4.353072137164059	MAPK14
Signaling by VEGF	2/108	0.26986070890691527	0.3578489064328675	0	0	1.9989855954554676	2.618369974950044	PDPK1;MAPK14
Late Endosomal Microautophagy	1/34	0.2748504681880484	0.3632445886103354	0	0	3.205153135634419	4.139545279364816	CFTR
Plasma Lipoprotein Remodeling	1/34	0.2748504681880484	0.3632445886103354	0	0	3.205153135634419	4.139545279364816	ALB
CD28 Co-Stimulation	1/35	0.28167847106114263	0.3691766007761487	0	0	3.110726643598616	3.9412565392335632	PDPK1
GPVI-mediated Activation Cascade	1/35	0.28167847106114263	0.3691766007761487	0	0	3.110726643598616	3.9412565392335632	PDPK1
Latent Infection - Other Responses of Mtb to Phagocytosis	1/35	0.28167847106114263	0.3691766007761487	0	0	3.110726643598616	3.9412565392335632	LTF
N-glycan Trimming in the ER and Calnexin Calreticulin Cycle	1/35	0.28167847106114263	0.3691766007761487	0	0	3.110726643598616	3.9412565392335632	TRIM13
Nuclear Events Stimulated by ALK Signaling in Cancer	1/35	0.28167847106114263	0.3691766007761487	0	0	3.110726643598616	3.9412565392335632	MAPK3
Detoxification of Reactive Oxygen Species	1/36	0.28844252019989663	0.3749277568990419	0	0	3.021695951107716	3.756752045112455	GSTP1
RHO GTPases Activate WASPs and WAVEs	1/36	0.28844252019989663	0.3749277568990419	0	0	3.021695951107716	3.756752045112455	MAPK3
SMAD2 SMAD3 SMAD4 Heterotrimer Regulates Transcription	1/36	0.28844252019989663	0.3749277568990419	0	0	3.021695951107716	3.756752045112455	MAPK3
Signaling by High-Kinase Activity BRAF Mutants	1/36	0.28844252019989663	0.3749277568990419	0	0	3.021695951107716	3.756752045112455	MAPK3
Transcriptional Regulation by the AP-2 (TFAP2) Family of Transcription Factors	1/36	0.28844252019989663	0.3749277568990419	0	0	3.021695951107716	3.756752045112455	ESR1
Gap Junction Assembly	1/37	0.29514321141622285	0.3817508095203276	0	0	2.9376114081996434	3.5847512737357596	TUBB1
Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	1/37	0.29514321141622285	0.3817508095203276	0	0	2.9376114081996434	3.5847512737357596	CA1
Glutathione Conjugation	1/37	0.29514321141622285	0.3817508095203276	0	0	2.9376114081996434	3.5847512737357596	GSTP1
PPARA Activates Gene Expression	2/117	0.30116406069024587	0.38890089015483464	0	0	1.8417017297802711	2.2102264495889106	PPARG;PPARA
rRNA Processing in the Mitochondrion	1/38	0.3017811351130041	0.38906097320941213	0	0	2.8580719757190347	3.42412239784083	MT-CO2
Regulation of Lipid Metabolism by PPARalpha	2/119	0.3080961159795572	0.39431697758558326	0	0	1.810035842293907	2.1310338971688236	PPARG;PPARA
Association of TriC CCT With Target Proteins During Biosynthesis	1/39	0.30835687600799094	0.39431697758558326	0	0	2.7827188291584575	3.273861685690662	TP53
Autodegradation of the E3 Ubiquitin Ligase COP1	1/39	0.30835687600799094	0.39431697758558326	0	0	2.7827188291584575	3.273861685690662	TP53
Platelet Aggregation (Plug Formation)	1/39	0.30835687600799094	0.39431697758558326	0	0	2.7827188291584575	3.273861685690662	PDPK1
Response of Mtb to Phagocytosis	1/39	0.30835687600799094	0.39431697758558326	0	0	2.7827188291584575	3.273861685690662	MAPK3
MAP2K and MAPK Activation	1/40	0.3148710136284463	0.40199551739942413	0	0	2.7112299465240643	3.1330761909760083	MAPK3
Binding and Uptake of Ligands by Scavenger Receptors	2/122	0.31846865054539186	0.4059317694350794	0	0	1.764516129032258	2.019014473458208	ALB;STAB2
Sensory Perception of Sweet, Bitter, and Umami (Glutamate) Taste	1/41	0.3213241220283002	0.40825238692484517	0	0	2.6433155080213906	3.000969152484384	SCN2A
Signaling by RAF1 Mutants	1/41	0.3213241220283002	0.40825238692484517	0	0	2.6433155080213906	3.000969152484384	MAPK3
Regulation of IGF Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	2/124	0.3253638662019889	0.41272040262599563	0	0	1.7354133615371057	1.9485414454851493	VCAN;ALB
SARS-CoV Infections	6/498	0.327295307702022	0.4137096502479974	0	0	1.2945590994371483	1.4458832634757144	NFKBIA;IKBKB;PDPK1;SIGMAR1;NR3C1;NFKB1
tRNA Processing in the Mitochondrion	1/42	0.32771676984156956	0.4137096502479974	0	0	2.5787139689578713	2.8768276161867217	MT-CO2
Regulation of MITF-M-dependent Genes Involved in Pigmentation	1/42	0.32771676984156956	0.4137096502479974	0	0	2.5787139689578713	2.8768276161867217	MAPK14
Activation of Gene Expression by SREBF (SREBP)	1/43	0.3340495206858627	0.4203589662219229	0	0	2.517188693659282	2.760011897395603	PPARA
Negative Regulation of MAPK Pathway	1/43	0.3340495206858627	0.4203589662219229	0	0	2.517188693659282	2.760011897395603	MAPK3
Glycerophospholipid Biosynthesis	2/128	0.33909865924576893	0.4260331881288403	0	0	1.6799795186891961	1.8168376788442873	PLA2G2E;PLA2G2A
Stabilization of P53	1/44	0.34032293266577135	0.42621395852903743	0	0	2.4585250590722545	2.6499465827821207	TP53
TP53 Regulates Transcription of Cell Death Genes	1/44	0.34032293266577135	0.42621395852903743	0	0	2.4585250590722545	2.6499465827821207	TP53
Carboxyterminal Post-Translational Modifications of Tubulin	1/45	0.34653755892445787	0.4305797385691295	0	0	2.4025279533300923	2.5461128046616652	TUBB1
Paradoxical Activation of RAF Signaling by Kinase Inactive BRAF	1/45	0.34653755892445787	0.4305797385691295	0	0	2.4025279533300923	2.5461128046616652	MAPK3
Signaling by RAS Mutants	1/45	0.34653755892445787	0.4305797385691295	0	0	2.4025279533300923	2.5461128046616652	MAPK3
Signaling by Moderate Kinase Activity BRAF Mutants	1/45	0.34653755892445787	0.4305797385691295	0	0	2.4025279533300923	2.5461128046616652	MAPK3
Signaling Downstream of RAS Mutants	1/45	0.34653755892445787	0.4305797385691295	0	0	2.4025279533300923	2.5461128046616652	MAPK3
Infectious Disease	14/1311	0.3500614929567402	0.434274399281239	0	0	1.1485833798598002	1.2056064623391551	PDPK1;SIGMAR1;LY96;CXCR4;NR3C1;MAPK14;NFKB1;NFKB2;NFKBIA;IKBKB;IL1B;TUBB1;LTF;MAPK3
Interleukin-12 Signaling	1/46	0.3526939473641132	0.43548595378761396	0	0	2.3490196078431373	2.448041596261333	CA1
Kidney Development	1/46	0.3526939473641132	0.43548595378761396	0	0	2.3490196078431373	2.448041596261333	FGF2
NIK-->noncanonical NF-kB Signaling	1/46	0.3526939473641132	0.43548595378761396	0	0	2.3490196078431373	2.448041596261333	NFKB2
Cyclin D Associated Events in G1	1/47	0.3587926408833571	0.4409460960388922	0	0	2.297837712159963	2.355308148458001	CKS1B
G1 Phase	1/47	0.3587926408833571	0.4409460960388922	0	0	2.297837712159963	2.355308148458001	CKS1B
