Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
COPI-independent Golgi-to-ER Retrograde Traffic	2/52	0.671618121354063	0.8926098907288298	0	0	0.8719085714285715	0.34707660964488585	TUBB1;PLA2G6
ADP Signalling Through P2Y Purinoceptor 1	1/25	0.6742736584642239	0.8926098907288298	0	0	0.9084379756468798	0.358032874568956	MAPK14
Cyclin A B1 B2 Associated Events During G2 M Transition	1/25	0.6742736584642239	0.8926098907288298	0	0	0.9084379756468798	0.358032874568956	PPME1
Formation of Tubulin Folding Intermediates by CCT TriC	1/25	0.6742736584642239	0.8926098907288298	0	0	0.9084379756468798	0.358032874568956	TUBB1
G Beta Gamma Signalling Through PI3Kgamma	1/25	0.6742736584642239	0.8926098907288298	0	0	0.9084379756468798	0.358032874568956	PDPK1
Interleukin-7 Signaling	1/25	0.6742736584642239	0.8926098907288298	0	0	0.9084379756468798	0.358032874568956	RAG1
Metabolism of Cofactors	1/25	0.6742736584642239	0.8926098907288298	0	0	0.9084379756468798	0.358032874568956	COQ6
ER to Golgi Anterograde Transport	6/155	0.6789705607885255	0.8965304006247521	0	0	0.8772143413032926	0.33963766359620273	GRIA1;LMAN2L;COG4;TUBB1;CTSZ;CD59
Signaling by MET	3/79	0.6791701524157294	0.8965304006247521	0	0	0.8602462965193304	0.3328151756167835	ITGB1;PTPRJ;GRB2
Switching of Origins to a Post-Replicative State	3/79	0.6791701524157294	0.8965304006247521	0	0	0.8602462965193304	0.3328151756167835	SKP1;RBX1;ANAPC11
Formation of the Ternary Complex, and Subsequently, the 43S Complex	2/53	0.6817862580002567	0.8965779551753612	0	0	0.8547675070028011	0.32740935518129005	RPS28;RPS19
Intraflagellar Transport	2/53	0.6817862580002567	0.8965779551753612	0	0	0.8547675070028011	0.32740935518129005	IFT52;TUBB1
Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha	2/53	0.6817862580002567	0.8965779551753612	0	0	0.8547675070028011	0.32740935518129005	EGLN1;RBX1
Synthesis of PIPs at the Plasma Membrane	2/53	0.6817862580002567	0.8965779551753612	0	0	0.8547675070028011	0.32740935518129005	PLEKHA1;PIK3C2B
Generic Transcription Pathway	51/1230	0.6840820956257646	0.8970184258920871	0	0	0.9397137558607348	0.35678802455901953	BTG2;PRKAG1;PRKAG2;CTSV;NR3C1;PRKAG3;CTSL;CTSK;RSPO3;TP63;SKP1;MED1;PRKAB2;ITGA4;PDPK1;IGFBP3;GP1BA;OPRM1;PRKAB1;RBX1;AR;PPARG;PGR;ITGA5;PPARA;TP53;PPARD;PRKAA1;PRKAA2;EGFR;ANAPC11;GRIN2A;SMYD2;E2F4;CGA;E2F6;E2F8;MAPK3;GAD1;OPRK1;ZNF77;TNFRSF10A;MAPK14;GRIN2B;ESR1;NFKB1;POMC;MAPK11;IL6;TP73;PF4
Late SARS-CoV-2 Infection Events	3/80	0.6874074835524081	0.8970184258920871	0	0	0.8490296888466224	0.3182401238777021	ACE2;ANO1;GOLGA7
APC-Cdc20 Mediated Degradation of Nek2A	1/26	0.6885745758466597	0.8970184258920871	0	0	0.8720547945205479	0.3253912446067015	ANAPC11
Calnexin Calreticulin Cycle	1/26	0.6885745758466597	0.8970184258920871	0	0	0.8720547945205479	0.3253912446067015	TRIM13
Digestion and Absorption	1/26	0.6885745758466597	0.8970184258920871	0	0	0.8720547945205479	0.3253912446067015	SI
Endogenous Sterols	1/26	0.6885745758466597	0.8970184258920871	0	0	0.8720547945205479	0.3253912446067015	POMC
Fertilization	1/26	0.6885745758466597	0.8970184258920871	0	0	0.8720547945205479	0.3253912446067015	CATSPER1
Interleukin-20 Family Signaling	1/26	0.6885745758466597	0.8970184258920871	0	0	0.8720547945205479	0.3253912446067015	IL22RA2
N-glycan Antennae Elongation in the Medial trans-Golgi	1/26	0.6885745758466597	0.8970184258920871	0	0	0.8720547945205479	0.3253912446067015	CGA
Translocation of ZAP-70 to Immunological Synapse	1/26	0.6885745758466597	0.8970184258920871	0	0	0.8720547945205479	0.3253912446067015	CD4
snRNP Assembly	2/54	0.691695319637894	0.8993980302120418	0	0	0.8382857142857143	0.3090002539234641	NUP210;TGS1
Metabolism of Non-Coding RNA	2/54	0.691695319637894	0.8993980302120418	0	0	0.8382857142857143	0.3090002539234641	NUP210;TGS1
Respiratory Electron Transport	6/158	0.6966711157070954	0.9050213559185631	0	0	0.8597649404797872	0.31075501907055997	SLC25A18;COX15;NDUFB2;ECSIT;SLC25A12;SLC25A13
Amino Acids Regulate mTORC1	2/55	0.7013484473239031	0.9063371703475616	0	0	0.8224258760107817	0.29175594439070174	GATSL3;GATSL2
SARS-CoV-2 Modulates Host Translation Machinery	2/55	0.7013484473239031	0.9063371703475616	0	0	0.8224258760107817	0.29175594439070174	RPS28;RPS19
Cardiogenesis	1/27	0.7022482967369236	0.9063371703475616	0	0	0.8384703196347032	0.2963726268635272	SMYD1
Cholesterol Biosynthesis	1/27	0.7022482967369236	0.9063371703475616	0	0	0.8384703196347032	0.2963726268635272	SQLE
G0 and Early G1	1/27	0.7022482967369236	0.9063371703475616	0	0	0.8384703196347032	0.2963726268635272	E2F4
Prefoldin Mediated Transfer of Substrate to CCT TriC	1/27	0.7022482967369236	0.9063371703475616	0	0	0.8384703196347032	0.2963726268635272	TUBB1
RNA Polymerase III Transcription Initiation From Type 2 Promoter	1/27	0.7022482967369236	0.9063371703475616	0	0	0.8384703196347032	0.2963726268635272	POLR3F
Aerobic Respiration and Respiratory Electron Transport	10/260	0.7083609321156474	0.9133781963272263	0	0	0.870726643598616	0.30022787375590854	SLC25A18;SUCLA2;COX15;GLO1;NDUFB2;SUCLG2;SUCLG1;ECSIT;SLC25A12;SLC25A13
Interleukin-12 Family Signaling	2/56	0.7107490047925125	0.9148952064510802	0	0	0.8071534391534392	0.27559118407943456	CA1;SERPINB2
Regulation of HSF1-mediated Heat Shock Response	3/83	0.7111650505530185	0.9148952064510802	0	0	0.817062356979405	0.2784963069656822	NUP210;HSPA5;MAPK3
Phospholipid Metabolism	8/211	0.7117155991889719	0.9148952064510802	0	0	0.8580158383737607	0.2917913550608494	PLA2G12A;PLA2G2E;PLEKHA1;PLA2G2A;PLA2G6;MGLL;ETNPPL;PIK3C2B
Transport to the Golgi and Subsequent Modification	7/186	0.7121702254532869	0.9148952064510802	0	0	0.8515250754511012	0.28904023717675037	GRIA1;LMAN2L;COG4;TUBB1;CTSZ;CD59;CGA
Platelet Calcium Homeostasis	1/28	0.7153222980973237	0.9164036814334378	0	0	0.8073735836292913	0.2704879702868056	TRPC6
RNA Polymerase III Transcription Initiation From Type 1 Promoter	1/28	0.7153222980973237	0.9164036814334378	0	0	0.8073735836292913	0.2704879702868056	POLR3F
RNA Polymerase III Transcription Initiation From Type 3 Promoter	1/28	0.7153222980973237	0.9164036814334378	0	0	0.8073735836292913	0.2704879702868056	POLR3F
Signaling by Hedgehog	5/136	0.7169057831568706	0.9175865917017035	0	0	0.8312907066321171	0.27666256771964615	IFT52;TUBB1;GNAS;SKP1;RBX1
Transport of Bile Salts and Organic Acids, Metal Ions and Amine Compounds	3/84	0.718768461801923	0.9180383200745629	0	0	0.8069327909144843	0.26646211946517945	SLC22A6;SLC6A2;SLC6A3
Signaling by the B Cell Receptor (BCR)	6/162	0.7192392013354393	0.9180383200745629	0	0	0.8375430539609644	0.2760217696689416	NFKBIA;IKBKB;CD19;GRB2;NFKB1;SKP1
E3 Ubiquitin Ligases Ubiquitinate Target Proteins	2/57	0.7199005531519954	0.9180383200745629	0	0	0.7924363636363636	0.26042802763417044	HLA-B;HLA-A
Heparan Sulfate Heparin (HS-GAG) Metabolism	2/57	0.7199005531519954	0.9180383200745629	0	0	0.7924363636363636	0.26042802763417044	VCAN;NCAN
EGR2 and SOX10-mediated Initiation of Schwann Cell Myelination	1/29	0.727822854507489	0.9259977050507255	0	0	0.7784980430528375	0.2473269537448266	MPZ
TNFs Bind Their Physiological Receptors	1/29	0.727822854507489	0.9259977050507255	0	0	0.7784980430528375	0.2473269537448266	TNFRSF25
Glycosphingolipid Metabolism	2/58	0.7288068268528731	0.9259977050507255	0	0	0.7782448979591837	0.24619510084316368	SUMF2;SUMF1
Orc1 Removal From Chromatin	2/58	0.7288068268528731	0.9259977050507255	0	0	0.7782448979591837	0.24619510084316368	SKP1;RBX1
Membrane Trafficking	25/633	0.7342660752503054	0.9305768107175129	0	0	0.8935534809735607	0.27600420874762316	CHRM2;GRIA1;APP;PRKAA2;LMAN2L;CTSZ;PRKAG1;PRKAG2;PLA2G6;PRKAG3;EGFR;GJA1;KLC3;KLC2;TUBB1;CD59;TBC1D8B;PRKAB2;COG4;TOR1B;PRKAB1;CD4;PLIN3;GRB2;CFTR
Adherens Junctions Interactions	2/59	0.7374717118915531	0.9305768107175129	0	0	0.7645513784461153	0.23282695679777682	CDH5;ANGPTL4
Iron Uptake and Transport	2/59	0.7374717118915531	0.9305768107175129	0	0	0.7645513784461153	0.23282695679777682	ATP6V0A2;SKP1
RHOQ GTPase Cycle	2/59	0.7374717118915531	0.9305768107175129	0	0	0.7645513784461153	0.23282695679777682	GJA1;CFTR
Activation of Kainate Receptors Upon Glutamate Binding	1/30	0.7397750905344257	0.9305768107175129	0	0	0.7516139190678633	0.22654325286448485	GRIK2
MET Activates PTK2 Signaling	1/30	0.7397750905344257	0.9305768107175129	0	0	0.7516139190678633	0.22654325286448485	ITGB1
PD-1 Signaling	1/30	0.7397750905344257	0.9305768107175129	0	0	0.7516139190678633	0.22654325286448485	CD4
Paracetamol ADME	1/30	0.7397750905344257	0.9305768107175129	0	0	0.7516139190678633	0.22654325286448485	GSTP1
Recognition of DNA Damage by PCNA-containing Replication Complex	1/30	0.7397750905344257	0.9305768107175129	0	0	0.7516139190678633	0.22654325286448485	RBX1
Regulation of CDH11 Expression and Function	1/30	0.7397750905344257	0.9305768107175129	0	0	0.7516139190678633	0.22654325286448485	ANGPTL4
Regulation of TP53 Activity Through Acetylation	1/30	0.7397750905344257	0.9305768107175129	0	0	0.7516139190678633	0.22654325286448485	TP53
Regulation of PLK1 Activity at G2 M Transition	3/87	0.7406450742586388	0.930828800379302	0	0	0.7779911735861392	0.23357920793412318	ODF2;PPP1R12B;SKP1
Ribosomal Scanning and Start Codon Recognition	2/60	0.7458992252990224	0.9357400028570769	0	0	0.7513300492610837	0.22026350456733512	RPS28;RPS19
Translation Initiation Complex Formation	2/60	0.7458992252990224	0.9357400028570769	0	0	0.7513300492610837	0.22026350456733512	RPS28;RPS19
Downregulation of SMAD2 3 SMAD4 Transcriptional Activity	1/31	0.7512030313001404	0.9373179654463153	0	0	0.7265220700152207	0.20784293671746576	MAPK3
Metalloprotease DUBs	1/31	0.7512030313001404	0.9373179654463153	0	0	0.7265220700152207	0.20784293671746576	NLRP3
RNA Polymerase I Promoter Opening	1/31	0.7512030313001404	0.9373179654463153	0	0	0.7265220700152207	0.20784293671746576	MAPK3
Sealing of the Nuclear Envelope (NE) by ESCRT-III	1/31	0.7512030313001404	0.9373179654463153	0	0	0.7265220700152207	0.20784293671746576	TUBB1
Signaling by BMP	1/31	0.7512030313001404	0.9373179654463153	0	0	0.7265220700152207	0.20784293671746576	SMAD5
Transferrin Endocytosis and Recycling	1/31	0.7512030313001404	0.9373179654463153	0	0	0.7265220700152207	0.20784293671746576	ATP6V0A2
Signaling by Rho GTPases, Miro GTPases and RHOBTB3	27/688	0.7521272212834822	0.9376294507480182	0	0	0.8872012102874433	0.25271908030344625	ITGB1;IQGAP2;MYLK;GJA1;KLC3;HTR7;KLC2;DDRGK1;C1QBP;TUBB1;BUB1;MAPK3;PDPK1;MAPK14;NISCH;NET1;AR;TIAM1;MAPK11;APITD1;FMNL2;CENPL;PLIN3;GRB2;PPP1R12B;CFTR;ITGB3BP
mRNA Activation Upon Binding of the Cap-Binding Complex and eIFs, and Subsequent Binding to 43S	2/61	0.754093496255203	0.9392383152282546	0	0	0.7385569007263922	0.20844950078109425	RPS28;RPS19
Opioid Signalling	3/90	0.7611479083987804	0.9433305555345434	0	0	0.7510455298666456	0.20498103850780253	POMC;PDE4A;OPRM1
Cooperation of Prefoldin and TriC CCT in Actin and Tubulin Folding	1/32	0.7621296502628002	0.9433305555345434	0	0	0.7030490499337163	0.19097525478081953	TUBB1
Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC)	1/32	0.7621296502628002	0.9433305555345434	0	0	0.7030490499337163	0.19097525478081953	NUP210
G-protein Beta Gamma Signalling	1/32	0.7621296502628002	0.9433305555345434	0	0	0.7030490499337163	0.19097525478081953	PDPK1
Regulation of Glucokinase by Glucokinase Regulatory Protein	1/32	0.7621296502628002	0.9433305555345434	0	0	0.7030490499337163	0.19097525478081953	NUP210
Thrombin Signalling Through Proteinase Activated Receptors (PARs)	1/32	0.7621296502628002	0.9433305555345434	0	0	0.7030490499337163	0.19097525478081953	MAPK3
Transcriptional Regulation of Pluripotent Stem Cells	1/32	0.7621296502628002	0.9433305555345434	0	0	0.7030490499337163	0.19097525478081953	FGF2
Regulation of Expression and Function of Type II Classical Cadherins	1/33	0.7725769154496989	0.9537139542407472	0	0	0.681043093607306	0.1757252644848319	ANGPTL4
Regulation of Homotypic Cell-Cell Adhesion	1/33	0.7725769154496989	0.9537139542407472	0	0	0.681043093607306	0.1757252644848319	ANGPTL4
Signal Amplification	1/33	0.7725769154496989	0.9537139542407472	0	0	0.681043093607306	0.1757252644848319	MAPK14
Translation	11/302	0.7764535842406436	0.9572214018254953	0	0	0.82201217431331	0.2079842164589312	RPS28;RPS19;PARS2;NARS2;TARS2;MRPL47;EARS2;MRPL32;MRPL11;MRPL22;WARS2
Gastrulation	4/120	0.7770559825565125	0.9572214018254953	0	0	0.750760358652289	0.18937395624823677	EPHA4;CXCR4;FGF2;FGF4
FCERI Mediated NF-kB Activation	5/147	0.7774841457992693	0.9572214018254953	0	0	0.7664507688331825	0.19290954713703223	NFKBIA;IKBKB;PDPK1;NFKB1;SKP1
Diseases of Carbohydrate Metabolism	1/34	0.7825658332342162	0.9609048171213451	0	0	0.6603708316037084	0.1619078900622047	SI
Signaling by WNT in Cancer	1/34	0.7825658332342162	0.9609048171213451	0	0	0.6603708316037084	0.1619078900622047	KREMEN2
Transcriptional Regulation by E2F6	1/34	0.7825658332342162	0.9609048171213451	0	0	0.6603708316037084	0.1619078900622047	E2F6
Cytochrome P450 - Arranged by Substrate Type	2/65	0.7846237175775013	0.9609048171213451	0	0	0.6915192743764172	0.1677287031269748	POMC;CYP1A2
RUNX1 Regulates Genes Involved in Megakaryocyte Differentiation and Platelet Function	2/65	0.7846237175775013	0.9609048171213451	0	0	0.6915192743764172	0.1677287031269748	GP1BA;PF4
The Role of GTSE1 in G2 M Progression After G2 Checkpoint	2/65	0.7846237175775013	0.9609048171213451	0	0	0.6915192743764172	0.1677287031269748	TUBB1;TP53
Binding and Uptake of Ligands by Scavenger Receptors	4/122	0.7879001432792181	0.961089008006852	0	0	0.7379579474634516	0.1759173074857277	COLEC11;ALB;STAB2;HBB
Vesicle-mediated Transport	29/752	0.7892832178264291	0.961089008006852	0	0	0.870325426028863	0.20594516177669522	CHRM2;GRIA1;APP;COLEC11;PRKAA2;LMAN2L;CTSZ;PRKAG1;STAB2;PRKAG2;HBB;PLA2G6;PRKAG3;EGFR;GJA1;KLC3;KLC2;TUBB1;CD59;TBC1D8B;PRKAB2;COG4;TOR1B;PRKAB1;CD4;ALB;PLIN3;GRB2;CFTR
Activated PKN1 Stimulates Transcription of AR (Androgen Receptor) Regulated Genes KLK2 and KLK3	1/35	0.7921164904916863	0.961089008006852	0	0	0.640914585012087	0.14936310210200734	AR
GPVI-mediated Activation Cascade	1/35	0.7921164904916863	0.961089008006852	0	0	0.640914585012087	0.14936310210200734	PDPK1
Latent Infection - Other Responses of Mtb to Phagocytosis	1/35	0.7921164904916863	0.961089008006852	0	0	0.640914585012087	0.14936310210200734	LTF
N-glycan Trimming in the ER and Calnexin Calreticulin Cycle	1/35	0.7921164904916863	0.961089008006852	0	0	0.640914585012087	0.14936310210200734	TRIM13
Nuclear Import of Rev Protein	1/35	0.7921164904916863	0.961089008006852	0	0	0.640914585012087	0.14936310210200734	NUP210
Nucleotide Catabolism	1/35	0.7921164904916863	0.961089008006852	0	0	0.640914585012087	0.14936310210200734	AGXT2
SUMOylation of SUMOylation Proteins	1/35	0.7921164904916863	0.961089008006852	0	0	0.640914585012087	0.14936310210200734	NUP210
Transport of the SLBP Independent Mature mRNA	1/35	0.7921164904916863	0.961089008006852	0	0	0.640914585012087	0.14936310210200734	NUP210
Role of LAT2 NTAL LAB on Calcium Mobilization	3/95	0.7923798583998939	0.961089008006852	0	0	0.710041289423938	0.16523682054189204	PDPK1;GRB2;GAB2
Separation of Sister Chromatids	6/177	0.7933060839677781	0.9613735455232882	0	0	0.7634700988982215	0.1767785616692658	APITD1;TUBB1;CENPL;BUB1;ITGB3BP;ANAPC11
FOXO-mediated Transcription	2/67	0.7986022405515176	0.9651081902630775	0	0	0.6701714285714285	0.15071637972976937	POMC;NR3C1
Detoxification of Reactive Oxygen Species	1/36	0.8012480946500657	0.9651081902630775	0	0	0.622570123939987	0.13795198221800511	GSTP1
Nuclear Pore Complex (NPC) Disassembly	1/36	0.8012480946500657	0.9651081902630775	0	0	0.622570123939987	0.13795198221800511	NUP210
RNA Polymerase III Transcription Initiation	1/36	0.8012480946500657	0.9651081902630775	0	0	0.622570123939987	0.13795198221800511	POLR3F
Rev-mediated Nuclear Export of HIV RNA	1/36	0.8012480946500657	0.9651081902630775	0	0	0.622570123939987	0.13795198221800511	NUP210
Striated Muscle Contraction	1/36	0.8012480946500657	0.9651081902630775	0	0	0.622570123939987	0.13795198221800511	MYBPC1
Transport of the SLBP Dependant Mature mRNA	1/36	0.8012480946500657	0.9651081902630775	0	0	0.622570123939987	0.13795198221800511	NUP210
Mitochondrial Protein Degradation	3/97	0.803885443610679	0.9674465511851463	0	0	0.6948609961536589	0.15168711527159792	APP;SUCLG2;MRPL32
Complex I Biogenesis	2/68	0.8052854836015899	0.9674561989682021	0	0	0.659982683982684	0.1429248115066647	NDUFB2;ECSIT
Regulation of APC C Activators Between G1 S and Early Anaphase	2/68	0.8052854836015899	0.9674561989682021	0	0	0.659982683982684	0.1429248115066647	SKP1;ANAPC11
Evasion by RSV of Host Interferon Responses	1/37	0.8099790124185933	0.9697423146096853	0	0	0.6052447995941147	0.12755349082455128	RBX1
Fatty acyl-CoA Biosynthesis	1/37	0.8099790124185933	0.9697423146096853	0	0	0.6052447995941147	0.12755349082455128	HBG1
HSF1-dependent Transactivation	1/37	0.8099790124185933	0.9697423146096853	0	0	0.6052447995941147	0.12755349082455128	AKT1S1
Transport of Ribonucleoproteins Into the Host Nucleus	1/37	0.8099790124185933	0.9697423146096853	0	0	0.6052447995941147	0.12755349082455128	NUP210
DNA Damage Recognition in GG-NER	1/38	0.8183268062908121	0.975535386573095	0	0	0.5888559792669382	0.11806179832413997	RBX1
Fanconi Anemia Pathway	1/38	0.8183268062908121	0.975535386573095	0	0	0.5888559792669382	0.11806179832413997	APITD1
Interactions of Rev With Host Cellular Proteins	1/38	0.8183268062908121	0.975535386573095	0	0	0.5888559792669382	0.11806179832413997	NUP210
Maturation of Spike Protein 9694548	1/38	0.8183268062908121	0.975535386573095	0	0	0.5888559792669382	0.11806179832413997	GOLGA7
NEP NS2 Interacts With the Cellular Export Machinery	1/38	0.8183268062908121	0.975535386573095	0	0	0.5888559792669382	0.11806179832413997	NUP210
COPI-dependent Golgi-to-ER Retrograde Traffic	3/101	0.8252907811354909	0.9791717776783846	0	0	0.6663592210339513	0.12795395962233702	KLC3;KLC2;TUBB1
COPI-mediated Anterograde Transport	3/101	0.8252907811354909	0.9791717776783846	0	0	0.6663592210339513	0.12795395962233702	COG4;TUBB1;CD59
Association of TriC CCT With Target Proteins During Biosynthesis	1/39	0.8263082699401044	0.9791717776783846	0	0	0.5733297284306657	0.10938406926772495	TP53
Autodegradation of the E3 Ubiquitin Ligase COP1	1/39	0.8263082699401044	0.9791717776783846	0	0	0.5733297284306657	0.10938406926772495	TP53
Export of Viral Ribonucleoproteins From Nucleus	1/39	0.8263082699401044	0.9791717776783846	0	0	0.5733297284306657	0.10938406926772495	NUP210
Response of Mtb to Phagocytosis	1/39	0.8263082699401044	0.9791717776783846	0	0	0.5733297284306657	0.10938406926772495	MAPK3
SUMOylation of Ubiquitinylation Proteins	1/39	0.8263082699401044	0.9791717776783846	0	0	0.5733297284306657	0.10938406926772495	NUP210
Signaling by Rho GTPases	25/672	0.8289933846160781	0.9811356504864902	0	0	0.8379229524493691	0.15714667127707763	ITGB1;IQGAP2;MYLK;GJA1;KLC3;KLC2;DDRGK1;C1QBP;TUBB1;BUB1;MAPK3;PDPK1;MAPK14;NISCH;NET1;AR;TIAM1;MAPK11;APITD1;FMNL2;CENPL;GRB2;PPP1R12B;CFTR;ITGB3BP
AURKA Activation by TPX2	2/72	0.8300831114907284	0.9811356504864902	0	0	0.6221387755102041	0.11586056128916136	ODF2;HMMR
Degradation of Beta-Catenin by the Destruction Complex	2/72	0.8300831114907284	0.9811356504864902	0	0	0.6221387755102041	0.11586056128916136	SKP1;RBX1
RHOU GTPase Cycle	1/40	0.8339394614443304	0.9820540952936205	0	0	0.558599695585997	0.10143861424006619	GRB2
Vpr-mediated Nuclear Import of PICs	1/40	0.8339394614443304	0.9820540952936205	0	0	0.558599695585997	0.10143861424006619	NUP210
Pre-NOTCH Transcription and Translation	2/73	0.8358210123006967	0.9820540952936205	0	0	0.6133440643863179	0.10999760839804698	E2F3;TP53
Post-translational Protein Modification	57/1457	0.8368629827291072	0.9820540952936205	0	0	0.8799747386759582	0.15671903274228044	APP;CTSZ;NR3C1;GCSH;METTL10;TUBB1;SKP1;FGA;NUP210;IGFBP4;IGFBP3;COG4;FGG;HLA-B;MITF;HLA-A;RENBP;SUMF2;SUMF1;RBX1;AR;VCAN;NSMCE4A;TRIM13;PPARG;PGR;PPARA;TP53;CFTR;GRIA1;LIPT2;LIPT1;LMAN2L;SERPINC1;PROZ;NPL;FBXO41;OTOA;NLRP3;CD59;IGFBP7;CGA;SLC35A1;ICMT;GFPT2;GFPT1;ESR1;NFKB2;NFKBIA;CYLD;IL6;VNN2;RAET1G;LYPD6B;ALB;CNTN3;CNTN4
Cellular Response to Starvation	5/161	0.8395385005586814	0.9820540952936205	0	0	0.6971521406727829	0.12193396057816522	RPS28;GATSL3;RPS19;ASNS;GATSL2
Respiratory Syncytial Virus Infection Pathway	4/133	0.8401775811132937	0.9820540952936205	0	0	0.6746405960023798	0.11748326496325713	MED1;LY96;EGFR;RBX1
Dual Incision in GG-NER	1/41	0.8412357360575012	0.9820540952936205	0	0	0.5446061643835617	0.09415334020926784	RBX1
Generation of Second Messenger Molecules	1/41	0.8412357360575012	0.9820540952936205	0	0	0.5446061643835617	0.09415334020926784	CD4
RNA Polymerase III Abortive And Retractive Initiation	1/41	0.8412357360575012	0.9820540952936205	0	0	0.5446061643835617	0.09415334020926784	POLR3F
RNA Polymerase III Transcription	1/41	0.8412357360575012	0.9820540952936205	0	0	0.5446061643835617	0.09415334020926784	POLR3F
RHOC GTPase Cycle	2/74	0.8413831534404743	0.9820540952936205	0	0	0.6047936507936508	0.10445278051528997	FMNL2;C1QBP
RHOG GTPase Cycle	2/74	0.8413831534404743	0.9820540952936205	0	0	0.6047936507936508	0.10445278051528997	ITGB1;IQGAP2
APC C-mediated Degradation of Cell Cycle Proteins	2/75	0.8467738946639197	0.9820540952936205	0	0	0.596477495107632	0.09920707251108818	SKP1;ANAPC11
Regulation of Mitotic Cell Cycle	2/75	0.8467738946639197	0.9820540952936205	0	0	0.596477495107632	0.09920707251108818	SKP1;ANAPC11
Deactivation of the Beta-Catenin Transactivating Complex	1/42	0.848211776535564	0.9820540952936205	0	0	0.5312952444592939	0.08746444661960918	XIAP
Formation of WDR5-containing Histone-Modifying Complexes	1/42	0.848211776535564	0.9820540952936205	0	0	0.5312952444592939	0.08746444661960918	TASP1
Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion	1/42	0.848211776535564	0.9820540952936205	0	0	0.5312952444592939	0.08746444661960918	GNAS
NS1 Mediated Effects on Host Pathways	1/42	0.848211776535564	0.9820540952936205	0	0	0.5312952444592939	0.08746444661960918	NUP210
RND3 GTPase Cycle	1/42	0.848211776535564	0.9820540952936205	0	0	0.5312952444592939	0.08746444661960918	NISCH
Regulation of Beta-Cell Development	1/42	0.848211776535564	0.9820540952936205	0	0	0.5312952444592939	0.08746444661960918	NKX6-1
SCF-beta-TrCP Mediated Degradation of Emi1	1/42	0.848211776535564	0.9820540952936205	0	0	0.5312952444592939	0.08746444661960918	SKP1
Transport of Mature mRNA Derived From an Intronless Transcript	1/42	0.848211776535564	0.9820540952936205	0	0	0.5312952444592939	0.08746444661960918	NUP210
Vif-mediated Degradation of APOBEC3G	1/42	0.848211776535564	0.9820540952936205	0	0	0.5312952444592939	0.08746444661960918	RBX1
Golgi-to-ER Retrograde Transport	4/135	0.8484212144304721	0.9820540952936205	0	0	0.6642707868803721	0.1091915375374398	KLC3;KLC2;TUBB1;PLA2G6
Response of EIF2AK4 (GCN2) to Amino Acid Deficiency	3/106	0.8492095348804191	0.9820540952936205	0	0	0.6338450600964208	0.10360154478203101	RPS28;RPS19;ASNS
ISG15 Antiviral Mechanism	2/76	0.8519975513832986	0.9820540952936205	0	0	0.5883861003861004	0.0942427584853742	NUP210;MAPK3
Regulation of mRNA Stability by Proteins That Bind AU-rich Elements	2/76	0.8519975513832986	0.9820540952936205	0	0	0.5883861003861004	0.0942427584853742	MAPK11;MAPK14
Sphingolipid Metabolism	3/107	0.8536364158010494	0.9820540952936205	0	0	0.6277173913043478	0.09933622599574395	SGPL1;SUMF2;SUMF1
Formation of Incision Complex in GG-NER	1/43	0.8548816225217848	0.9820540952936205	0	0	0.5186181778647532	0.081315322834115	RBX1
Interactions of Vpr With Host Cellular Proteins	1/43	0.8548816225217848	0.9820540952936205	0	0	0.5186181778647532	0.081315322834115	NUP210
Negative Regulation of MAPK Pathway	1/43	0.8548816225217848	0.9820540952936205	0	0	0.5186181778647532	0.081315322834115	MAPK3
RND2 GTPase Cycle	1/43	0.8548816225217848	0.9820540952936205	0	0	0.5186181778647532	0.081315322834115	NISCH
Transport of Mature mRNAs Derived From Intronless Transcripts	1/43	0.8548816225217848	0.9820540952936205	0	0	0.5186181778647532	0.081315322834115	NUP210
Vasopressin Regulates Renal Water Homeostasis via Aquaporins	1/43	0.8548816225217848	0.9820540952936205	0	0	0.5186181778647532	0.081315322834115	GNAS
Protein Ubiquitination	2/77	0.8570583908633974	0.9829300027228733	0	0	0.5805104761904762	0.08954329319056725	HLA-B;HLA-A
SUMOylation of DNA Damage Response and Repair Proteins	2/77	0.8570583908633974	0.9829300027228733	0	0	0.5805104761904762	0.08954329319056725	NSMCE4A;NUP210
Synthesis of DNA	3/108	0.8579494179529878	0.9831407180170264	0	0	0.6217064400130762	0.09525172739758472	SKP1;RBX1;ANAPC11
Degradation of DVL	1/44	0.8612586989657788	0.9836890645541764	0	0	0.5065307422746097	0.07565561214790091	RBX1
Intra-Golgi Traffic	1/44	0.8612586989657788	0.9836890645541764	0	0	0.5065307422746097	0.07565561214790091	COG4
Netrin-1 Signaling	1/44	0.8612586989657788	0.9836890645541764	0	0	0.5065307422746097	0.07565561214790091	TRPC6
Stabilization of P53	1/44	0.8612586989657788	0.9836890645541764	0	0	0.5065307422746097	0.07565561214790091	TP53
RSV-host Interactions	3/109	0.8621507201726657	0.9838994261412195	0	0	0.6158089028971115	0.09133996280509936	MED1;LY96;RBX1
